"ID_number","Diameter_in","Height_ft","Ht2LC_ft"
5013,6.4,46.4,23.2
5014,1.5,13,6.5
5015,12.4,80.6,40.3
5016,6.2,47.4,23.7
5017,4.6,35.7,17.85
5018,12.4,80.9,40.45
5019,10,69.3,34.65
5020,1.5,12.9,6.45
5021,9,62,31
5022,10.1,69.7,34.85
5023,1.5,13.1,6.55
5024,1.2,10.5,5.25
5025,11.1,74.4,37.2
5026,1.7,13.7,6.85
5027,4.7,35.5,17.75
5028,1.3,10.2,5.1
5029,3.5,28.8,14.4
5030,6.9,49.8,24.9
5031,0.7,7.1,3.55
5032,3.5,27.2,13.6
5033,5.9,45.9,22.95
5034,4.5,33.4,16.7
5035,3.5,26.1,13.05
5036,7.3,52,26
5037,9.2,64,32
5038,1.9,14.9,7.45
5039,1.7,12.9,6.45
5040,12.9,85.6,42.8
5041,13.4,87,43.5
5042,5.9,44.8,22.4
5043,5.4,41.3,20.65
5044,0.2,4.2,2.1
5045,12.6,83.6,41.8
5046,7.2,52,26
5047,12.5,83.1,41.55
5048,9.4,65.9,32.95
5049,0.5,3.4,1.7
5050,1.1,9.6,4.8
5051,1,5.9,2.95
5052,6.3,45.3,22.65
5053,5.6,43.2,21.6
5054,14,90.6,45.3
5055,0.8,6.9,3.45
5056,3.4,27.6,13.8
5057,1,8.1,4.05
5058,1.7,12.9,6.45
5059,2.4,18,9
5060,16.4,101.7,50.85
5061,1.7,12.9,6.45
5062,5,36.4,18.2
5063,0.2,4.2,2.1
5064,0.3,3.7,1.85
5065,6.7,49.6,24.8
5066,5.2,39.2,19.6
5067,24.4,132,66
5068,0.4,4.1,2.05
5069,2.9,20.9,10.45
5070,1.7,13.4,6.7
5071,1.5,9.8,4.9
5072,4.1,30.4,15.2
5073,6,44.1,22.05
5074,1.2,11,5.5
5075,0.4,5.8,2.9
5076,5.1,36.7,18.35
5077,8.3,60.3,30.15
5078,1.8,15,7.5
5079,2.1,17.2,8.6
5080,0.9,7.8,3.9
5081,10.4,70.7,35.35
5082,1,6.7,3.35
5083,4.9,34.9,17.45
5084,7.1,53.5,26.75
5085,2.5,20.3,10.15
5086,4,30.4,15.2
5087,3.5,26.9,13.45
5088,1,7.1,3.55
5089,4.4,34.5,17.25
5090,3.6,26.7,13.35
5091,5.8,42.1,21.05
5092,3.4,26.1,13.05
5093,4.8,35.4,17.7
5094,5.6,43.1,21.55
5095,2.5,18.5,9.25
5096,4.9,37.5,18.75
5097,7.7,56.5,28.25
5098,2.5,18.9,9.45
5099,0.8,6.8,3.4
5100,2.8,21.2,10.6
5101,1.2,9.7,4.85
5102,0.2,6,3
5103,1.3,10.9,5.45
5104,1.3,10.7,5.35
5105,15.1,95.5,47.75
5106,6.5,48.1,24.05
5107,3.1,24.2,12.1
5108,0,4.5,2.25
5109,0.5,6.8,3.4
5110,0.2,3.1,1.55
5111,1.3,10.7,5.35
5112,1.6,12.1,6.05
5113,0.1,2.6,1.3
5114,0.9,7.8,3.9
5115,4.5,36.4,18.2
5116,7,51.3,25.65
5117,0.7,7.4,3.7
5118,1.2,10.6,5.3
5119,7.7,55.8,27.9
5120,2.8,21.7,10.85
5121,7.7,56.1,28.05
5122,6,45,22.5
5123,0.9,8,4
5124,0.7,6.4,3.2
5125,5.2,38.6,19.3
5126,3.7,30.4,15.2
5127,5.9,42.1,21.05
5128,0.6,6.3,3.15
5129,4.1,31.9,15.95
5130,2.1,16,8
5131,1.8,14.4,7.2
5132,2.8,21.9,10.95
5133,2.3,18.9,9.45
5134,3.4,27.5,13.75
5135,14.8,94.1,47.05
5136,1.7,12.6,6.3
5137,0.4,4.2,2.1
5138,3.7,28.4,14.2
5139,0.5,5.8,2.9
5140,0.3,4.5,2.25
5141,0.4,5.2,2.6
5142,1.4,10.8,5.4
5143,1.7,12.6,6.3
5144,5.1,40.1,20.05
5145,5.3,41.1,20.55
5146,7.6,54,27
5147,6,45.5,22.75
5148,1.5,9.6,4.8
5149,3.5,25.9,12.95
5150,2.6,20,10
5151,3.3,24,12
5152,7.1,52.6,26.3
5153,5.2,39,19.5
5154,4,29.9,14.95
5155,1.4,9.3,4.65
5156,2,14.5,7.25
5157,6.7,49.1,24.55
5158,11.3,75.5,37.75
5159,5.5,40.9,20.45
5160,7.1,51.6,25.8
5161,8.8,63.2,31.6
5162,2.9,21,10.5
5163,1.8,12.6,6.3
5164,0.1,5.8,2.9
5165,0.3,4.2,2.1
5166,4,29.7,14.85
5167,8.8,62.7,31.35
5168,1,9.5,4.75
5169,2.5,19.7,9.85
5170,4.5,32.9,16.45
5171,10.6,71.8,35.9
5172,10.5,69.7,34.85
5173,19,111.3,55.65
5174,11.9,78.9,39.45
5175,4.4,33,16.5
5176,3.4,26.1,13.05
5177,0.6,6.8,3.4
5178,0.8,7.2,3.6
5179,26.1,138.7,69.35
5180,2.3,18.1,9.05
5181,8.5,59.7,29.85
5182,1.8,15.1,7.55
5183,4.4,34.4,17.2
5184,9.4,64.5,32.25
5185,2.5,19.9,9.95
5186,0.1,4,2
5187,3.8,29.4,14.7
5188,7.7,56.4,28.2
5189,6.8,50.5,25.25
5190,5.8,44,22
5191,2.6,20,10
5192,1.6,12.1,6.05
5193,5.2,38.6,19.3
5194,0.6,2.9,1.45
5195,0.3,4,2
5196,1.9,15.2,7.6
5197,1.8,14.6,7.3
5198,16.6,101.7,50.85
5199,1.1,8.9,4.45
5200,1.5,13.1,6.55
5201,6.7,50.6,25.3
5202,3.3,23.7,11.85
5203,0.5,5.4,2.7
5204,2.9,22.7,11.35
5205,5.2,38.3,19.15
5206,5.1,38.3,19.15
5207,0.5,5.2,2.6
5208,21.1,122.4,61.2
5209,14.6,92.9,46.45
5210,19.8,114.5,57.25
5211,0.8,8.5,4.25
5212,2.9,22.9,11.45
5213,3.5,27.7,13.85
5214,0.6,6,3
5215,3.7,27.6,13.8
5216,0.3,4.6,2.3
5217,3,22.3,11.15
5218,17.7,107.6,53.8
5219,2.3,16.9,8.45
5220,1.7,12.5,6.25
5221,3.1,24.6,12.3
5222,0.3,3.7,1.85
5223,8,56.6,28.3
5224,1.2,11.2,5.6
5225,1.1,8.2,4.1
5226,20.1,116,58
5227,1.1,10.6,5.3
5228,0,4.9,2.45
5229,15,93.3,46.65
5230,16.3,98.7,49.35
5231,1.7,14.4,7.2
5232,4.2,32,16
5233,0.7,6.3,3.15
5234,7.9,57.6,28.8
5235,6,44.3,22.15
5236,3.6,27.8,13.9
5237,5.3,39.3,19.65
5238,1.3,11.6,5.8
5239,5,37,18.5
5240,13.4,87.1,43.55
5241,0.3,2.9,1.45
5242,17.2,103.7,51.85
5243,3,23,11.5
5244,8.3,58.8,29.4
5245,4.7,34.6,17.3
5246,8.7,61.8,30.9
5247,0.6,7,3.5
5248,1.2,10.7,5.35
5249,2.4,18.1,9.05
5250,9.2,66.3,33.15
5251,0.9,7.7,3.85
5252,0.3,6.6,3.3
5253,5.1,38.8,19.4
5254,2.8,21.3,10.65
5255,3.3,26.9,13.45
5256,5.8,43.8,21.9
5257,0.2,3.5,1.75
5258,9,64.2,32.1
5259,5.1,37.4,18.7
5260,3.5,28.2,14.1
5261,1.9,14.2,7.1
5262,0.8,7,3.5
5263,1.2,10.3,5.15
5264,1.7,14.3,7.15
5265,1.4,8.6,4.3
5266,0.6,6.4,3.2
5267,32.9,159.6,79.8
5268,1.4,11.4,5.7
5269,3.7,28.1,14.05
5270,3.1,23.4,11.7
5271,0.4,6.5,3.25
5272,0.3,4,2
5273,6.5,47.2,23.6
5274,2.4,18.9,9.45
5275,4.7,36.1,18.05
5276,2.6,21.3,10.65
5277,16.4,102.2,51.1
5278,3.3,24.5,12.25
5279,2.6,20.6,10.3
5280,2.9,22.5,11.25
5281,4.7,35.4,17.7
5282,5.4,41,20.5
5283,0.3,6.1,3.05
5284,0.4,5.6,2.8
5285,6.8,50.2,25.1
5286,3,22.3,11.15
5287,17.1,102.8,51.4
5288,9.3,66,33
5289,7.6,55.4,27.7
5290,20.7,116.8,58.4
5291,0.7,7,3.5
5292,5.1,39.7,19.85
5293,4.2,33.1,16.55
5294,8.7,62.7,31.35
5295,14.3,91.4,45.7
5296,0.9,8.6,4.3
5297,4.3,32.1,16.05
5298,13.5,86.5,43.25
5299,3.8,29.1,14.55
5300,3.9,30.2,15.1
5301,7.3,52.4,26.2
5302,10.4,69.7,34.85
5303,10.3,71.3,35.65
5304,4.1,31,15.5
5305,13.8,87.2,43.6
5306,0.5,6.2,3.1
5307,1.6,13.8,6.9
5308,5.2,38.4,19.2
5309,15.9,97.2,48.6
5310,0.1,2.9,1.45
5311,2.7,20.3,10.15
5312,4.7,35.6,17.8
5313,6.2,44.9,22.45
5314,13,84.2,42.1
5315,5.3,38.3,19.15
5316,7.6,54,27
5317,5.7,41.7,20.85
5318,7.5,54.2,27.1
5319,2.5,21.7,10.85
5320,0.8,7.7,3.85
5321,7.3,54.5,27.25
5322,1.1,9.1,4.55
5323,12,79.3,39.65
5324,7.2,51,25.5
5325,2.2,16.3,8.15
5326,4.4,33.6,16.8
5327,3,24,12
5328,2.8,22.7,11.35
5329,7.1,51.5,25.75
5330,14.4,91.7,45.85
5331,2.3,19.5,9.75
5332,12.1,80.3,40.15
5333,0.6,5.7,2.85
5334,0,4.4,2.2
5335,1.3,9.7,4.85
5336,2.6,21.6,10.8
5337,10.2,68.4,34.2
5338,0.1,4.8,2.4
5339,21,120.8,60.4
5340,10.5,72.2,36.1
5341,1.6,12.1,6.05
5342,0.9,10.2,5.1
5343,1.6,13.4,6.7
5344,0.7,6.1,3.05
5345,3,23.5,11.75
5346,0.1,3.4,1.7
5347,1.4,11.1,5.55
5348,3.3,25,12.5
5349,9.2,65.2,32.6
5350,1.6,10.9,5.45
5351,2.3,17.7,8.85
5352,3.2,22.7,11.35
5353,0.6,7.6,3.8
5354,3.3,25.8,12.9
5355,0.3,4.6,2.3
5356,14.5,93.3,46.65
5357,10.6,71.8,35.9
5358,2.9,22.9,11.45
5359,9.4,65.3,32.65
5360,6.9,52,26
5361,4.3,33.6,16.8
5362,3.6,28.1,14.05
5363,0.6,6.4,3.2
5364,7.8,54.7,27.35
5365,4.2,32.3,16.15
5366,8.3,59.2,29.6
5367,7.6,52.5,26.25
5368,8,56.3,28.15
5369,0.7,5.5,2.75
5370,0.8,7.2,3.6
5371,9.1,64.4,32.2
5372,10.8,74.7,37.35
5373,10.8,73.2,36.6
5374,2.8,21.6,10.8
5375,9.7,67,33.5
5376,0.5,5.4,2.7
5377,0.9,7.7,3.85
5378,6.5,47.9,23.95
5379,1.1,8.3,4.15
5380,1.2,8.9,4.45
5381,1.1,8.6,4.3
5382,5.6,42.5,21.25
5383,1.5,11.7,5.85
5384,5.8,44.1,22.05
5385,5.1,39.3,19.65
5386,0.9,9,4.5
5387,2.2,17.1,8.55
5388,5.8,44.7,22.35
5389,5.3,40.7,20.35
5390,9,61.4,30.7
5391,1.3,10.6,5.3
5392,8.4,60.3,30.15
5393,3.4,25.5,12.75
5394,21.8,121.5,60.75
5395,3.2,23.1,11.55
5396,10.6,71.9,35.95
5397,0.5,6.4,3.2
5398,15.7,99.5,49.75
5399,11.5,76.9,38.45
5400,0.1,5.2,2.6
5401,0.2,4.7,2.35
5402,0,3.2,1.6
5403,5,37.2,18.6
5404,5.7,43.5,21.75
5405,0,5.2,2.6
5406,2.3,17.3,8.65
5407,16.2,101.1,50.55
5408,3.2,25.3,12.65
5409,7.6,54.9,27.45
5410,4.5,34.9,17.45
5411,11,74.2,37.1
5412,10,69.2,34.6
5413,5.7,44.2,22.1
5414,7,49,24.5
5415,4.1,30.6,15.3
5416,16.1,98.9,49.45
5417,0.4,6.2,3.1
5418,2.3,18.9,9.45
5419,3.1,23.8,11.9
5420,6.3,47.9,23.95
5421,2.2,18.4,9.2
5422,3,22.4,11.2
5423,2.2,17,8.5
5424,1.6,13,6.5
5425,3,23.5,11.75
5426,0.3,5.3,2.65
5427,4.3,31.6,15.8
5428,1.7,13.8,6.9
5429,1.5,10.5,5.25
5430,3.5,26.6,13.3
5431,3.3,24.6,12.3
5432,0.3,3,1.5
5433,12.2,80,40
5434,5.4,41.2,20.6
5435,6,44.3,22.15
5436,2.2,17.7,8.85
5437,14.7,92.9,46.45
5438,0.7,4.9,2.45
5439,5,37.8,18.9
5440,4.3,32.6,16.3
5441,1.5,11.3,5.65
5442,3.5,27.5,13.75
5443,10.3,71.5,35.75
5444,3.3,25.4,12.7
5445,8.9,62.1,31.05
5446,1,8.2,4.1
5447,1.7,13,6.5
5448,0.2,1.6,0.8
5449,22.1,122.9,61.45
5450,3.5,27.8,13.9
5451,5.4,40.4,20.2
5452,11.5,75.1,37.55
5453,1.8,14.9,7.45
5454,11.7,77.9,38.95
5455,3.5,26.3,13.15
5456,10.7,72,36
5457,5,38.2,19.1
5458,0.7,6.2,3.1
5459,9.3,63.6,31.8
5460,0.8,7.6,3.8
5461,2.6,20.5,10.25
5462,6.9,50.1,25.05
5463,2.2,17.1,8.55
5464,1.1,8.1,4.05
5465,0.3,5.4,2.7
5466,8.7,62.3,31.15
5467,28.4,146.5,73.25
5468,11.3,74.6,37.3
5469,0.7,8.7,4.35
5470,0.1,6.4,3.2
5471,10.3,69.6,34.8
5472,6.5,48.3,24.15
5473,0.6,5.3,2.65
5474,13.9,88.7,44.35
5475,10.6,72.4,36.2
5476,2.4,19.1,9.55
5477,25.6,134.8,67.4
5478,7.3,52.7,26.35
5479,0.3,5.1,2.55
5480,4.3,32,16
5481,1.3,9.7,4.85
5482,9,64,32
5483,6.6,47.3,23.65
5484,14,90,45
5485,0.4,4.7,2.35
5486,5.4,40.1,20.05
5487,1.9,13.2,6.6
5488,7.1,52.6,26.3
5489,3.7,27.4,13.7
5490,2,16,8
5491,0.7,6.8,3.4
5492,5.6,43,21.5
5493,0.3,4,2
5494,1.5,12.2,6.1
5495,3.5,28.3,14.15
5496,8.4,61.3,30.65
5497,0.5,3.7,1.85
5498,4.2,32.4,16.2
5499,7.6,53.1,26.55
5500,3.4,27.6,13.8
5501,8,56.8,28.4
5502,10.7,72,36
5503,43.9,190.5,95.25
5504,2.7,20.1,10.05
5505,2.2,17,8.5
5506,2,15.5,7.75
5507,2.7,20.6,10.3
5508,9.3,65.1,32.55
5509,5.8,43.1,21.55
5510,5.7,44.3,22.15
5511,0,3.4,1.7
5512,7,50.9,25.45
5513,10.5,71.8,35.9
5514,0.7,8.1,4.05
5515,0.5,5.5,2.75
5516,7,51,25.5
5517,6.8,50.3,25.15
5518,5.4,39.4,19.7
5519,3.4,26.8,13.4
5520,2.8,21.6,10.8
5521,10.1,71.5,35.75
5522,1,7.5,3.75
5523,3.8,29.8,14.9
5524,0,3.1,1.55
5525,3.2,24.4,12.2
5526,11.4,75.9,37.95
5527,0.5,5.1,2.55
5528,4.3,32.4,16.2
5529,3.3,24.6,12.3
5530,2.8,22.5,11.25
5531,4.7,35.9,17.95
5532,3.8,30.5,15.25
5533,1.8,13.5,6.75
5534,7,51,25.5
5535,6,45.4,22.7
5536,3.4,27,13.5
5537,0.9,7.6,3.8
5538,5.8,42.8,21.4
5539,5.7,41.6,20.8
5540,0.1,4,2
5541,9.8,70,35
5542,8.4,60.7,30.35
5543,2.5,20.9,10.45
5544,0.8,7.8,3.9
5545,3.1,22.6,11.3
5546,5.8,43,21.5
5547,3,24,12
5548,2.1,14,7
5549,4.3,34.2,17.1
5550,7.6,54,27
5551,2.2,15.9,7.95
5552,0.8,7.6,3.8
5553,0.1,2.8,1.4
5554,7.7,53.8,26.9
5555,3.9,30.4,15.2
5556,20.2,118.3,59.15
5557,9.7,66.8,33.4
5558,7.5,53.5,26.75
5559,4.9,38,19
5560,0.7,6.6,3.3
5561,0.5,5.4,2.7
5562,2.8,21.2,10.6
5563,1.8,14.1,7.05
5564,11.3,76.6,38.3
5565,0.8,7.5,3.75
5566,5.8,43.3,21.65
5567,10.4,71.6,35.8
5568,2.2,14.9,7.45
5569,2,15.9,7.95
5570,1.3,10.3,5.15
5571,7.1,51.7,25.85
5572,6.4,47.8,23.9
5573,2.1,16.1,8.05
5574,0.7,6.7,3.35
5575,3.4,25.7,12.85
5576,4.4,34.2,17.1
5577,8.6,61.1,30.55
5578,1.8,14.1,7.05
5579,14.6,92,46
5580,1.4,13,6.5
5581,5.2,39.4,19.7
5582,6.1,44.6,22.3
5583,6.8,49.3,24.65
5584,2.7,20.9,10.45
5585,5,39.1,19.55
5586,19.5,113.2,56.6
5587,8.8,64.1,32.05
5588,7,51.8,25.9
5589,2.1,15.7,7.85
5590,0.7,7.2,3.6
5591,1.7,14,7
5592,8.5,61.7,30.85
5593,6.7,50.3,25.15
5594,0.9,8.2,4.1
5595,8.3,60.3,30.15
5596,2,15.1,7.55
5597,0.2,4.1,2.05
5598,3.7,30.6,15.3
5599,6,45.1,22.55
5600,1.3,11.8,5.9
5601,2.7,20.8,10.4
5602,3.9,30.2,15.1
5603,1.1,7.9,3.95
5604,9.3,64.8,32.4
5605,0.1,5.7,2.85
5606,6.9,51.5,25.75
5607,2.3,16.5,8.25
5608,7.5,55,27.5
5609,4.5,34.2,17.1
5610,6.5,48.1,24.05
5611,0.9,8.1,4.05
5612,0,4,2
5613,1.9,14.6,7.3
5614,0.9,7.8,3.9
5615,4.9,35.9,17.95
5616,0.8,6.9,3.45
5617,3.6,27.8,13.9
5618,7.7,56.2,28.1
5619,4.7,36.5,18.25
5620,1.4,11.3,5.65
5621,2.2,16.1,8.05
5622,7,50.4,25.2
5623,23.7,130.4,65.2
5624,11.8,79,39.5
5625,8.1,58.9,29.45
5626,4,30.1,15.05
5627,5.9,43.5,21.75
5628,1.1,9.7,4.85
5629,4.2,31.6,15.8
5630,10.5,73.4,36.7
5631,5,38.9,19.45
5632,7.6,52.7,26.35
5633,0.5,5.1,2.55
5634,0.9,8.6,4.3
5635,0.8,7.9,3.95
5636,14.2,90.7,45.35
5637,0.8,7.7,3.85
5638,1.2,9.7,4.85
5639,2.6,19.4,9.7
5640,1.6,12.4,6.2
5641,3.9,30.7,15.35
5642,0.6,7,3.5
5643,19.6,114.3,57.15
5644,2.2,16.8,8.4
5645,1,8,4
5646,0,4.7,2.35
5647,0.9,8.2,4.1
5648,9.4,65.2,32.6
5649,7,51.1,25.55
5650,2.6,21,10.5
5651,1.3,10.1,5.05
5652,0.3,5.2,2.6
5653,9.6,66,33
5654,12.4,85.1,42.55
5655,5.1,38.1,19.05
5656,6,43.4,21.7
5657,7.4,54.5,27.25
5658,2.7,20.6,10.3
5659,8.1,60,30
5660,3.5,25.3,12.65
5661,3.8,28.2,14.1
5662,7.4,54.3,27.15
5663,0.7,8.4,4.2
5664,4,31.8,15.9
5665,5.2,37.6,18.8
5666,0.3,2.4,1.2
5667,3.9,31,15.5
5668,1.3,12.2,6.1
5669,5.2,40.3,20.15
5670,4.7,36.2,18.1
5671,3.5,28.7,14.35
5672,13.2,86.2,43.1
5673,1.9,14.1,7.05
5674,0.4,4.6,2.3
5675,1,6.9,3.45
5676,2.1,15.7,7.85
5677,3.3,26.5,13.25
5678,9.4,67.9,33.95
5679,10.6,72.2,36.1
5680,0.6,5.3,2.65
5681,7.2,51.4,25.7
5682,12.8,84.1,42.05
5683,0.3,4.5,2.25
5684,8.3,59.2,29.6
5685,5.2,40.8,20.4
5686,2.9,21.7,10.85
5687,7.8,53.7,26.85
5688,1.4,10.6,5.3
5689,6.1,47,23.5
5690,4.2,31.1,15.55
5691,0.5,5,2.5
5692,9.4,65,32.5
5693,0.8,7,3.5
5694,3.9,29.6,14.8
5695,5.8,44.4,22.2
5696,13.4,86.5,43.25
5697,13.4,86.7,43.35
5698,0.9,7.8,3.9
5699,3.2,23.9,11.95
5700,6.5,48.2,24.1
5701,0.8,7.2,3.6
5702,4.1,33.4,16.7
5703,0.6,6,3
5704,7.6,53.7,26.85
5705,10.4,70.8,35.4
5706,0.7,7.2,3.6
5707,6.7,49.5,24.75
5708,8.7,62.6,31.3
5709,1.3,10.2,5.1
5710,4,29.9,14.95
5711,1.1,8.6,4.3
5712,5.9,43.6,21.8
5713,0.9,8.5,4.25
5714,1.7,14.5,7.25
5715,1.1,9.1,4.55
5716,0.1,5.5,2.75
5717,9.1,63.7,31.85
5718,4.1,32,16
5719,0.2,5.6,2.8
5720,0.6,4.1,2.05
5721,1.3,10.7,5.35
5722,0.6,6.5,3.25
5723,8.3,59.8,29.9
5724,7.2,52.3,26.15
5725,0.7,7,3.5
5726,11.7,79.6,39.8
5727,1.6,12.8,6.4
5728,3.9,30.1,15.05
5729,6.4,48.1,24.05
5730,1.7,11.2,5.6
5731,0.2,6.1,3.05
5732,1.9,12.8,6.4
5733,0,6.4,3.2
5734,3.9,29.3,14.65
5735,0.1,5,2.5
5736,1.5,12.5,6.25
5737,2.4,18.1,9.05
5738,1.8,14.6,7.3
5739,2.6,19.9,9.95
5740,5,38.3,19.15
5741,0.3,5.8,2.9
5742,20.6,117.6,58.8
5743,6.8,51.1,25.55
5744,0.6,7,3.5
5745,1.5,11.7,5.85
5746,4.3,31.5,15.75
5747,0.3,5.3,2.65
5748,5,37.3,18.65
5749,4.4,32.9,16.45
5750,4,29,14.5
5751,0.4,6.1,3.05
5752,0.5,5,2.5
5753,5.9,44.2,22.1
5754,7.3,52.6,26.3
5755,6.1,46.2,23.1
5756,4.9,35.3,17.65
5757,7,51.7,25.85
5758,4.8,36.2,18.1
5759,1.7,14.8,7.4
5760,4.6,35.9,17.95
5761,3.5,26.5,13.25
5762,10.6,73.2,36.6
5763,4.9,36.5,18.25
5764,9.4,65.5,32.75
5765,1.6,13.4,6.7
5766,0.4,5,2.5
5767,1.7,11.5,5.75
5768,8,58,29
5769,2.2,17.1,8.55
5770,0.3,5.5,2.75
5771,1.7,14.5,7.25
5772,6,45.6,22.8
5773,5.8,44.1,22.05
5774,19.2,111.7,55.85
5775,4.7,36,18
5776,6.1,43.5,21.75
5777,2.9,24.1,12.05
5778,4.4,34.2,17.1
5779,15.1,96.2,48.1
5780,3.2,24.7,12.35
5781,5.3,39.2,19.6
5782,2.9,22.6,11.3
5783,8.1,58.2,29.1
5784,4.1,31.5,15.75
5785,8.7,62.4,31.2
5786,3.5,26.4,13.2
5787,1.1,9.5,4.75
5788,1.5,10.3,5.15
5789,10.7,71.9,35.95
5790,3,22.5,11.25
5791,0.7,6.7,3.35
5792,4.3,33.5,16.75
5793,4.6,35.7,17.85
5794,1.3,9.5,4.75
5795,18,107.3,53.65
5796,4.7,35.8,17.9
5797,13.6,88.5,44.25
5798,1.5,11.9,5.95
5799,3.5,26,13
5800,9.2,63.7,31.85
5801,0.2,4.4,2.2
5802,17.1,104.4,52.2
5803,3.1,24.3,12.15
5804,0.5,6.8,3.4
5805,0.9,8.3,4.15
5806,0.1,3.2,1.6
5807,13.1,85.6,42.8
5808,1.9,13.5,6.75
5809,12.9,84.9,42.45
5810,1.6,11.2,5.6
5811,0.4,5.4,2.7
5812,5.1,38.6,19.3
5813,11,74.3,37.15
5814,2.2,16.3,8.15
5815,18.2,107.2,53.6
5816,0.1,4.1,2.05
5817,5.1,39.9,19.95
5818,5.8,44.8,22.4
5819,2.2,17.6,8.8
5820,0.4,4.8,2.4
5821,3.1,23.8,11.9
5822,5.3,40.3,20.15
5823,0.5,5.2,2.6
5824,0.6,7,3.5
5825,2.4,20.7,10.35
5826,4.8,36.3,18.15
5827,2.1,14.9,7.45
5828,2.2,17.8,8.9
5829,3,23.2,11.6
5830,2.9,24.4,12.2
5831,0.9,6.8,3.4
5832,2.7,20.7,10.35
5833,6.1,44.8,22.4
5834,4.3,33.2,16.6
5835,6,43.7,21.85
5836,3,23.3,11.65
5837,6.2,46.5,23.25
5838,2.3,18,9
5839,0.9,8.6,4.3
5840,6,43.3,21.65
5841,1.7,14.7,7.35
5842,1,9.4,4.7
5843,4.3,33.9,16.95
5844,0.1,3.6,1.8
5845,3.5,26.2,13.1
5846,4.2,32.9,16.45
5847,0.1,3.3,1.65
5848,3.3,24.4,12.2
5849,8.2,56.7,28.35
5850,1.3,11.9,5.95
5851,4.7,37.4,18.7
5852,1.5,11.8,5.9
5853,2,13.5,6.75
5854,1.9,14.9,7.45
5855,5.3,40.4,20.2
5856,5.2,39.8,19.9
5857,2.3,19.2,9.6
5858,8.4,61.5,30.75
5859,5.8,43.3,21.65
5860,0.3,3.7,1.85
5861,0.4,3.3,1.65
5862,16,97.9,48.95
5863,0.2,2.8,1.4
5864,4.9,37.3,18.65
5865,9.8,68.3,34.15
5866,1.2,10.2,5.1
5867,11.3,77.4,38.7
5868,5.9,42.4,21.2
5869,6.9,48.9,24.45
5870,13.5,87.2,43.6
5871,1,9.1,4.55
5872,0.3,4.5,2.25
5873,3.8,28.5,14.25
5874,5.4,40.9,20.45
5875,5.4,41.3,20.65
5876,3.5,27.2,13.6
5877,9.4,65.5,32.75
5878,0.4,3.1,1.55
5879,6.9,50.6,25.3
5880,0.5,5.7,2.85
5881,11.1,74.6,37.3
5882,14.8,94.2,47.1
5883,9.7,67.3,33.65
5884,6.5,48.3,24.15
5885,16.9,103.6,51.8
5886,4.7,35.2,17.6
5887,0.5,4.9,2.45
5888,2.4,19.4,9.7
5889,0.2,4,2
5890,1.8,13.7,6.85
5891,14.8,93.1,46.55
5892,1.7,13.3,6.65
5893,1.3,12.7,6.35
5894,11.4,78.5,39.25
5895,2.2,17.6,8.8
5896,7.6,54.2,27.1
5897,0.6,6.5,3.25
5898,0.5,5.9,2.95
5899,3.4,24.8,12.4
5900,8,57.3,28.65
5901,2.1,15.7,7.85
5902,14.7,93.6,46.8
5903,1.8,13.5,6.75
5904,2.9,22.1,11.05
5905,1.6,11.1,5.55
5906,4.2,31.3,15.65
5907,8,58.2,29.1
5908,1.2,10.3,5.15
5909,4.7,36.6,18.3
5910,5.1,41.9,20.95
5911,2.7,19.6,9.8
5912,0.9,8.3,4.15
5913,0.9,7.6,3.8
5914,5.1,38.6,19.3
5915,4.7,35,17.5
5916,4.7,35.1,17.55
5917,5.8,43.3,21.65
5918,2.3,17.6,8.8
5919,4.1,31.9,15.95
5920,3.1,24.2,12.1
5921,10.9,75.3,37.65
5922,4.4,33,16.5
5923,6,44.3,22.15
5924,1.1,8.1,4.05
5925,3.9,30.3,15.15
5926,1,10.1,5.05
5927,2.7,20.8,10.4
5928,0.2,4.5,2.25
5929,3.6,26.4,13.2
5930,2,16.1,8.05
5931,1.3,8.8,4.4
5932,1.9,14.4,7.2
5933,2,15.9,7.95
5934,14.4,91.6,45.8
5935,4.7,34.8,17.4
5936,0.3,3.8,1.9
5937,0.9,8.3,4.15
5938,7.9,54.7,27.35
5939,1.3,11.8,5.9
5940,10.3,71.2,35.6
5941,3.5,27.1,13.55
5942,1.4,11.1,5.55
5943,10.4,70.4,35.2
5944,9.3,65.4,32.7
5945,6,43.7,21.85
5946,5.5,43,21.5
5947,3.1,23.2,11.6
5948,9.2,62.9,31.45
5949,13.2,85,42.5
5950,3.1,23.6,11.8
5951,8.8,64.1,32.05
5952,4.1,30.1,15.05
5953,8.2,58.2,29.1
5954,9.2,65.1,32.55
5955,1.4,11.2,5.6
5956,12.4,81.3,40.65
5957,4,31.2,15.6
5958,8.1,59.1,29.55
5959,6,46,23
5960,21.4,120.6,60.3
5961,0.2,7.5,3.75
5962,2.8,22.9,11.45
5963,5,40,20
5964,1.6,13.8,6.9
5965,6.7,50,25
5966,2.2,17.3,8.65
5967,1.1,9.3,4.65
5968,2.1,16.6,8.3
5969,1,7.6,3.8
5970,0.1,4.7,2.35
5971,11.3,75.5,37.75
5972,5.5,41.5,20.75
5973,6.9,50.4,25.2
5974,1.3,9.7,4.85
5975,2.1,16.4,8.2
5976,2.1,17.7,8.85
5977,0.1,6,3
5978,12.2,82.1,41.05
