"ID_number","Diameter_in","Height_ft","Ht2LC_ft"
5025,7.7,56.7,28.35
5026,1.5,11.3,5.65
5027,0.7,6.8,3.4
5028,0.6,6.1,3.05
5029,13.8,89.8,44.9
5030,5.2,39,19.5
5031,4.2,31.8,15.9
5032,1.9,16.1,8.05
5033,2,15.7,7.85
5034,8.1,58.3,29.15
5035,7.8,53.8,26.9
5036,2.8,20.2,10.1
5037,0.4,4.4,2.2
5038,6.2,46.3,23.15
5039,1.5,10.9,5.45
5040,7.9,57.1,28.55
5041,5.9,44.7,22.35
5042,4.8,37.1,18.55
5043,0.2,4.5,2.25
5044,0.7,6.3,3.15
5045,6.1,45.5,22.75
5046,4,30.2,15.1
5047,2,17,8.5
5048,0.7,7.1,3.55
5049,1.7,12.2,6.1
5050,9.8,69.5,34.75
5051,1.8,13.4,6.7
5052,1.1,9.2,4.6
5053,6.8,50.4,25.2
5054,8.3,59.4,29.7
5055,0.2,4.6,2.3
5056,3.2,23.7,11.85
5057,2.8,23.2,11.6
5058,9.6,66.3,33.15
5059,4.4,34.4,17.2
5060,26.6,139.4,69.7
5061,5.8,43,21.5
5062,5.5,42.3,21.15
5063,10,69.6,34.8
5064,14.7,91.7,45.85
5065,3.5,28.7,14.35
5066,4.6,34.6,17.3
5067,0.7,6.9,3.45
5068,13.3,87.7,43.85
5069,8.6,62,31
5070,14.9,94.7,47.35
5071,8.1,57.8,28.9
5072,0.9,6.5,3.25
5073,1.6,13.6,6.8
5074,2.7,22.8,11.4
5075,21.1,119.5,59.75
5076,1,7.7,3.85
5077,0.1,2.7,1.35
5078,0.4,3.7,1.85
5079,3.5,25.5,12.75
5080,1.2,8.5,4.25
5081,12.7,84.8,42.4
5082,7.1,50.9,25.45
5083,3.3,24.5,12.25
5084,4.4,33.3,16.65
5085,2.6,20,10
5086,0.5,6.4,3.2
5087,9.8,68.5,34.25
5088,3.4,25.7,12.85
5089,8.3,60.9,30.45
5090,22.9,125.6,62.8
5091,4.2,32.5,16.25
5092,0.7,7.1,3.55
5093,2,16.4,8.2
5094,6.3,48.3,24.15
5095,6.6,49.2,24.6
5096,3.3,24.3,12.15
5097,3.4,26.1,13.05
5098,2.3,19.5,9.75
5099,0.9,7.2,3.6
5100,6.1,46.7,23.35
5101,1.4,11.4,5.7
5102,11.1,74.7,37.35
5103,3.6,27.7,13.85
5104,1.6,13.4,6.7
5105,12.9,84.1,42.05
5106,6.5,47.3,23.65
5107,6,44,22
5108,14.7,94.4,47.2
5109,1,7.7,3.85
5110,10.1,70,35
5111,5.8,43.6,21.8
5112,2.8,20,10
5113,4.3,33,16.5
5114,9.2,64,32
5115,2.5,17.5,8.75
5116,9.7,68.3,34.15
5117,1.6,12.6,6.3
5118,8.9,62.1,31.05
5119,1.9,14.7,7.35
5120,9.1,63.2,31.6
5121,1.4,10.3,5.15
5122,17.3,105.4,52.7
5123,9.7,67.9,33.95
5124,0.7,6.5,3.25
5125,3,24.7,12.35
5126,23.7,130.5,65.25
5127,0,4.5,2.25
5128,8,57,28.5
5129,5.5,39.1,19.55
5130,1.1,9.3,4.65
5131,5.9,43.9,21.95
5132,2.5,19.8,9.9
5133,2.4,16.8,8.4
5134,0.2,5.4,2.7
5135,14.5,93.3,46.65
5136,2.2,17.5,8.75
5137,0.9,6.7,3.35
5138,4.6,35.7,17.85
5139,2.2,15.9,7.95
5140,3.3,24.7,12.35
5141,2,15.1,7.55
5142,3.5,27.4,13.7
5143,0.8,5.1,2.55
5144,2.7,22,11
5145,5.3,40.4,20.2
5146,0.2,4.2,2.1
5147,11,74.6,37.3
5148,2.2,15.8,7.9
5149,11.3,76.8,38.4
5150,1.2,8.9,4.45
5151,1.5,10,5
5152,2.4,18.4,9.2
5153,0.1,4.1,2.05
5154,0.6,5.3,2.65
5155,8,56.8,28.4
5156,4.5,33.3,16.65
5157,12.4,81.8,40.9
5158,0.1,4.1,2.05
5159,16.1,99.9,49.95
5160,5.9,45.4,22.7
5161,6.5,48.3,24.15
5162,8.4,61.1,30.55
5163,7.2,51.8,25.9
5164,2.2,17.4,8.7
5165,4.8,36.7,18.35
5166,2.6,20,10
5167,8.5,60.9,30.45
5168,3.9,29.9,14.95
5169,5.6,40.6,20.3
5170,5.8,42.9,21.45
5171,18.2,107.7,53.85
5172,10.6,71.8,35.9
5173,3.2,25.2,12.6
5174,1.6,13.3,6.65
5175,4.7,34.5,17.25
5176,4.6,36.3,18.15
5177,22.9,128.4,64.2
5178,5.9,43.2,21.6
5179,3,22.4,11.2
5180,5.3,38.7,19.35
5181,11,76,38
5182,4.9,35.9,17.95
5183,5.2,39.9,19.95
5184,5.4,39.9,19.95
5185,0.1,5.8,2.9
5186,13.9,87.4,43.7
5187,13,83.6,41.8
5188,19.6,114.2,57.1
5189,0.8,5.5,2.75
5190,3.6,26.7,13.35
5191,11.2,76.8,38.4
5192,9.3,64,32
5193,2,16.1,8.05
5194,8.5,61.6,30.8
5195,4.9,35.3,17.65
5196,0.1,4.8,2.4
5197,1.8,14.7,7.35
5198,1.1,10.5,5.25
5199,0.3,4,2
5200,5.6,40.4,20.2
5201,5.4,39.9,19.95
5202,21.3,120.3,60.15
5203,1.7,14.1,7.05
5204,3.5,27.4,13.7
5205,8.8,62.1,31.05
5206,2.5,18.1,9.05
5207,3.2,23.3,11.65
5208,11.3,75.7,37.85
5209,4.8,37.1,18.55
5210,16.1,99.9,49.95
5211,7.5,56.5,28.25
5212,3.4,26.6,13.3
5213,5.6,41.5,20.75
5214,2.3,17.7,8.85
5215,5.7,42,21
5216,7.5,55,27.5
5217,1.9,15.4,7.7
5218,3.9,30.3,15.15
5219,1,7.3,3.65
5220,2.7,20.8,10.4
5221,7.7,55.7,27.85
5222,2,15.2,7.6
5223,0.7,7.9,3.95
5224,1.3,10.7,5.35
5225,0,4.7,2.35
5226,15.3,96.9,48.45
5227,2.3,17.6,8.8
5228,5.3,40.9,20.45
5229,2.9,22.5,11.25
5230,9.8,69.5,34.75
5231,1.7,13.8,6.9
5232,1.8,14.5,7.25
5233,3.4,26.3,13.15
5234,2.8,22,11
5235,2.8,22.3,11.15
5236,20,115,57.5
5237,1.6,12.9,6.45
5238,6.1,47.1,23.55
5239,7.9,57.3,28.65
5240,0,4.1,2.05
5241,2.2,16.7,8.35
5242,5.5,42.2,21.1
5243,2.7,21,10.5
5244,0.6,6.2,3.1
5245,8.3,59.2,29.6
5246,11,73.7,36.85
5247,0.2,5.2,2.6
5248,1.4,11.9,5.95
5249,0.6,6,3
5250,12.3,82,41
5251,2.3,18.5,9.25
5252,0.7,6.2,3.1
5253,2.2,15.8,7.9
5254,4.1,31.3,15.65
5255,4.5,32.9,16.45
5256,5.6,41.9,20.95
5257,9,64.7,32.35
5258,12.1,81.5,40.75
5259,0.7,6,3
5260,11.1,73.8,36.9
5261,1.7,12.7,6.35
5262,2.2,15.8,7.9
5263,3.1,23.9,11.95
5264,0.3,5.4,2.7
5265,0.9,6.7,3.35
5266,0.4,4.6,2.3
5267,0.4,5.8,2.9
5268,10.7,73.8,36.9
5269,5.7,42.1,21.05
5270,13.1,86,43
5271,1.8,14,7
5272,3.4,26.2,13.1
5273,2,15.5,7.75
5274,5.6,42.5,21.25
5275,1.1,7.8,3.9
5276,3.2,25.4,12.7
5277,3,24.3,12.15
5278,7.6,54.6,27.3
5279,1.7,12.6,6.3
5280,3.3,24.9,12.45
5281,0.5,7.3,3.65
5282,0.8,8.3,4.15
5283,7.7,53.7,26.85
5284,6.7,48.9,24.45
5285,2.9,23.3,11.65
5286,0.7,8.3,4.15
5287,11.4,77.1,38.55
5288,6.2,45.3,22.65
5289,4.4,34.7,17.35
5290,0.9,6.4,3.2
5291,0.6,5.1,2.55
5292,11,74.1,37.05
5293,4.4,34.3,17.15
5294,1.3,10.3,5.15
5295,0.9,9.2,4.6
5296,0.1,4.7,2.35
5297,2,16,8
5298,4.5,36.3,18.15
5299,1.1,8.6,4.3
5300,7,50.1,25.05
5301,1.3,12.8,6.4
5302,1.6,11.7,5.85
5303,1,7.7,3.85
5304,3.2,24.1,12.05
5305,1.1,9.3,4.65
5306,1.1,10.7,5.35
5307,2.7,20.2,10.1
5308,8,56.1,28.05
5309,1.2,7.6,3.8
5310,4.8,34,17
5311,18.5,110.9,55.45
5312,6.4,48.7,24.35
5313,6.8,49,24.5
5314,2.9,23.1,11.55
5315,7.3,52.2,26.1
5316,15.2,95.4,47.7
5317,0,4.3,2.15
5318,19.8,115.6,57.8
5319,1.1,10.1,5.05
5320,3,21.6,10.8
5321,6.3,46.3,23.15
5322,12.9,83.8,41.9
5323,1.9,13,6.5
5324,1.7,14.1,7.05
5325,8.3,58.8,29.4
5326,5.3,39.2,19.6
5327,1.2,8.4,4.2
5328,0.7,7,3.5
5329,5.9,43.8,21.9
5330,20.1,117.6,58.8
5331,9.9,68.8,34.4
5332,2.3,19.1,9.55
5333,1,9.3,4.65
5334,2.5,19.2,9.6
5335,2.7,21.2,10.6
5336,1.8,14.5,7.25
5337,0.4,6.2,3.1
5338,3.4,25.9,12.95
5339,1.7,12.6,6.3
5340,1.7,14.9,7.45
5341,1.7,14,7
5342,5.3,39.9,19.95
5343,1.1,7.6,3.8
5344,4.9,36,18
5345,3.9,28.3,14.15
5346,8.1,58.1,29.05
5347,2.7,19.8,9.9
5348,5.4,39,19.5
5349,3,23.1,11.55
5350,4.1,30.6,15.3
5351,6.8,50.6,25.3
5352,2.5,19.7,9.85
5353,4.3,32.5,16.25
5354,0.3,5.3,2.65
5355,11.8,80.3,40.15
5356,1.7,12.4,6.2
5357,2.1,15.6,7.8
5358,2.6,19.6,9.8
5359,1,7.9,3.95
5360,1,8.3,4.15
5361,7.2,53.4,26.7
5362,1.8,12.9,6.45
5363,0.3,4.8,2.4
5364,16.4,100.4,50.2
5365,5.2,39.8,19.9
5366,7.8,55.5,27.75
5367,2.4,17.8,8.9
5368,9,63.4,31.7
5369,0.5,6.8,3.4
5370,1.8,13,6.5
5371,6.9,49.8,24.9
5372,1.9,15.7,7.85
5373,3.2,24.7,12.35
5374,10.5,73.2,36.6
5375,0.6,6.1,3.05
5376,1.4,10.1,5.05
5377,1.2,9.4,4.7
5378,7.9,56.3,28.15
5379,0.6,6.4,3.2
5380,2.6,19.8,9.9
5381,1.7,15,7.5
5382,12.5,82.3,41.15
5383,0.4,4,2
5384,5.2,38.1,19.05
5385,4.4,32.5,16.25
5386,0.6,6.2,3.1
5387,0.4,4.7,2.35
5388,2.2,16.5,8.25
5389,0.4,4.1,2.05
5390,1.7,11.9,5.95
5391,13.4,87.4,43.7
5392,6.2,46.1,23.05
5393,3.2,23.7,11.85
5394,6.5,48.2,24.1
5395,11.4,77.8,38.9
5396,1,6.5,3.25
5397,4.7,34.5,17.25
5398,8.3,59.1,29.55
5399,1.5,12.2,6.1
5400,7,51.5,25.75
5401,6.7,48.7,24.35
5402,2.6,20.5,10.25
5403,0.5,5.1,2.55
5404,1.9,13.7,6.85
5405,0.6,6.4,3.2
5406,1.6,12.7,6.35
5407,11.9,78.5,39.25
5408,13.8,89.8,44.9
5409,0.3,5.2,2.6
5410,3.4,25.2,12.6
5411,9.2,64.8,32.4
5412,2.2,16.1,8.05
5413,2.7,20.5,10.25
5414,0.9,9.5,4.75
5415,30.7,152.7,76.35
5416,2.4,20.4,10.2
5417,2.6,21.9,10.95
5418,7.9,56.6,28.3
5419,1.1,10.3,5.15
5420,7.4,53,26.5
5421,3.6,27,13.5
5422,3,22,11
5423,0.3,4.2,2.1
5424,1.3,10.3,5.15
5425,2.6,20,10
5426,2.5,19.8,9.9
5427,0.5,4.8,2.4
5428,3.8,28,14
5429,3.5,26.2,13.1
5430,2.1,16.8,8.4
5431,3.3,25.1,12.55
5432,6.3,45.8,22.9
5433,6.1,44.3,22.15
5434,0.2,5.4,2.7
5435,3,24,12
5436,19,112.2,56.1
5437,5.5,40.7,20.35
5438,4.1,31.8,15.9
5439,0.4,5.7,2.85
5440,5.1,36.5,18.25
5441,5.1,38.2,19.1
5442,15.1,94.6,47.3
5443,4.1,32.1,16.05
5444,0.3,5.5,2.75
5445,5,37.6,18.8
5446,7.2,51.9,25.95
5447,4.3,33.5,16.75
5448,2.4,18,9
5449,4,29.9,14.95
5450,1.6,12.3,6.15
5451,0.9,8.2,4.1
5452,3.7,28.6,14.3
5453,0.9,7.8,3.9
5454,1.8,17,8.5
5455,1.2,10.7,5.35
5456,0.3,5.5,2.75
5457,1.6,12.6,6.3
5458,14.9,95.2,47.6
5459,5.7,42.8,21.4
5460,18.2,109.5,54.75
5461,2,16.2,8.1
5462,17.3,105.7,52.85
5463,2.5,19.4,9.7
5464,2,13.7,6.85
5465,19.3,114.6,57.3
5466,8,56.8,28.4
5467,1.9,15.7,7.85
5468,4.6,35.4,17.7
5469,8.2,58.3,29.15
5470,1.4,12,6
5471,7.1,52.3,26.15
5472,1.1,8.8,4.4
5473,10.7,75.3,37.65
5474,0.9,7.5,3.75
5475,2.4,20,10
5476,4.4,33.6,16.8
5477,2,16.4,8.2
5478,3,23.1,11.55
5479,6.1,44.5,22.25
5480,14.7,95,47.5
5481,0.2,3.7,1.85
5482,17.4,106.3,53.15
5483,4.5,33.7,16.85
5484,1.5,12,6
5485,1.9,14.9,7.45
5486,24.1,131.4,65.7
5487,0.6,7.5,3.75
5488,0.6,5.8,2.9
5489,11.6,76.3,38.15
5490,5.7,43.6,21.8
5491,0.6,5.8,2.9
5492,1.5,10.8,5.4
5493,0.4,5.9,2.95
5494,9.5,64.2,32.1
5495,3.3,27.5,13.75
5496,4.2,30.8,15.4
5497,6.3,45.8,22.9
5498,4.1,32.2,16.1
5499,1.2,11.4,5.7
5500,1.5,12.8,6.4
5501,5.8,43,21.5
5502,3.6,26.9,13.45
5503,3.1,24.9,12.45
5504,0.3,4.8,2.4
5505,2.2,15.2,7.6
5506,1.5,13.9,6.95
5507,2,15.9,7.95
5508,6.6,49.6,24.8
5509,10.7,72.8,36.4
5510,2.8,21.9,10.95
5511,0.4,5.2,2.6
5512,4.1,33.2,16.6
5513,1.6,11.5,5.75
5514,17.9,108,54
5515,2.4,19.5,9.75
5516,12.6,81.7,40.85
5517,6.1,44.9,22.45
5518,6.8,48.2,24.1
5519,5.1,37.8,18.9
5520,1.6,11.9,5.95
5521,3.3,26.9,13.45
5522,0.9,6.3,3.15
5523,1.5,12.6,6.3
5524,1.7,14.5,7.25
5525,9.4,66.8,33.4
5526,7.4,53,26.5
5527,2.6,20.4,10.2
5528,25.3,135.4,67.7
5529,5.9,45.5,22.75
5530,1.9,13.9,6.95
5531,0.5,5.5,2.75
5532,1.7,14.8,7.4
5533,5.9,44.7,22.35
5534,3.3,26.1,13.05
5535,15.6,96.7,48.35
5536,3.7,27.8,13.9
5537,1,9.9,4.95
5538,0.3,6.1,3.05
5539,0.6,6.9,3.45
5540,16.6,99.6,49.8
5541,4.1,31.6,15.8
5542,22.7,127.5,63.75
5543,6.8,48.3,24.15
5544,1.6,14.7,7.35
5545,0.6,5.6,2.8
5546,3.9,28.9,14.45
5547,4.1,30.2,15.1
5548,16.8,103.2,51.6
5549,3.3,26.2,13.1
5550,7.4,54.1,27.05
5551,4.7,36.7,18.35
5552,2.4,18,9
5553,0.9,6.8,3.4
5554,3.3,25,12.5
5555,4.9,37.8,18.9
5556,2.3,17.7,8.85
5557,3.1,24.5,12.25
5558,3.7,29.5,14.75
5559,2.3,17.8,8.9
5560,2.4,17.3,8.65
5561,0.8,6.6,3.3
5562,2.1,17.1,8.55
5563,18.4,110.2,55.1
5564,2.7,21,10.5
5565,10.8,73.9,36.95
5566,16.9,102.9,51.45
5567,12.6,84,42
5568,1.3,11.8,5.9
5569,3,24.4,12.2
5570,4.8,36.2,18.1
5571,2.1,15.1,7.55
5572,0.3,5.6,2.8
5573,2.1,15.5,7.75
5574,0.6,6.9,3.45
5575,1.5,12.6,6.3
5576,0.6,7,3.5
5577,0.2,7,3.5
5578,5.4,38.5,19.25
5579,12.7,83.4,41.7
5580,6.1,44.1,22.05
5581,6.6,47.7,23.85
5582,4.7,36.7,18.35
5583,11.8,79.4,39.7
5584,5,37.5,18.75
5585,5.4,42.3,21.15
5586,0.7,6.8,3.4
5587,10.7,71.7,35.85
5588,3.9,28.5,14.25
5589,0.9,8.7,4.35
5590,3.2,25.4,12.7
5591,3.1,25.7,12.85
5592,2.1,14.1,7.05
5593,1.6,12,6
5594,0.8,5.7,2.85
5595,3.4,25.4,12.7
5596,5,38.3,19.15
5597,4.7,36,18
5598,6.2,46.9,23.45
5599,3.4,26.3,13.15
5600,1.5,12.8,6.4
5601,3.4,24.6,12.3
5602,5.1,37.2,18.6
5603,22.3,124.1,62.05
5604,6.1,45.3,22.65
5605,2.3,16.7,8.35
5606,0.3,5,2.5
5607,2.5,18.8,9.4
5608,11,74.9,37.45
5609,1.6,13.7,6.85
5610,0.1,4.6,2.3
5611,0.3,3.9,1.95
5612,9.1,63.5,31.75
5613,1.7,11.9,5.95
5614,4.4,33,16.5
5615,25.1,135.4,67.7
5616,10.9,73.1,36.55
5617,3.4,27.1,13.55
5618,0.6,7.8,3.9
5619,0.8,9.2,4.6
5620,6.8,50.5,25.25
5621,6.3,46.5,23.25
5622,0.2,5.1,2.55
5623,2.6,21.6,10.8
5624,2.9,22.4,11.2
5625,0.8,9.3,4.65
5626,23.2,126.8,63.4
5627,1.5,11.3,5.65
5628,19,110.2,55.1
5629,6.6,48.5,24.25
5630,1.5,13.1,6.55
5631,9,63.2,31.6
5632,10.7,72.6,36.3
5633,2.1,15.8,7.9
5634,5.5,41.5,20.75
5635,7.1,53.9,26.95
5636,8.2,59,29.5
5637,2,15.9,7.95
5638,2.2,19.9,9.95
5639,12.3,81.8,40.9
5640,2.5,20.6,10.3
5641,4.3,32.7,16.35
5642,14.9,93.4,46.7
5643,0.7,6.6,3.3
5644,5,37.6,18.8
5645,3.3,27.8,13.9
5646,2.1,15.5,7.75
5647,1.3,11.9,5.95
5648,8.1,57.3,28.65
5649,1.6,12.7,6.35
5650,0.9,8.9,4.45
5651,0.8,8.6,4.3
5652,2,16,8
5653,0.9,8.5,4.25
5654,2.2,17.7,8.85
5655,13.5,86.4,43.2
5656,0.5,4.7,2.35
5657,1.7,13.6,6.8
5658,0.6,5,2.5
5659,0.8,7.1,3.55
5660,28.8,147,73.5
5661,2.7,20.2,10.1
5662,16.7,100.9,50.45
5663,0.4,3,1.5
5664,13.6,87.3,43.65
5665,2,16.8,8.4
5666,1.2,9.8,4.9
5667,0.9,7.3,3.65
5668,1,8.6,4.3
5669,0.8,6.7,3.35
5670,5.2,39.9,19.95
5671,2.3,18.2,9.1
5672,0.4,5.8,2.9
5673,0.2,4.3,2.15
5674,7,53.2,26.6
5675,1,7.7,3.85
5676,10.4,71.8,35.9
5677,4.9,36,18
5678,7.7,55,27.5
5679,2,15.1,7.55
5680,5.9,44.3,22.15
5681,0.3,4.1,2.05
5682,12.2,81.6,40.8
5683,3.5,27.3,13.65
5684,4.8,36.8,18.4
5685,0.6,5.5,2.75
5686,1.4,11.9,5.95
5687,2.3,17.9,8.95
5688,2.2,19,9.5
5689,8,56.2,28.1
5690,4.7,36,18
5691,1.9,15.3,7.65
5692,13,82.7,41.35
5693,3.1,22.5,11.25
5694,1.1,9.8,4.9
5695,11.1,76,38
5696,12.2,79.1,39.55
5697,1.4,12.1,6.05
5698,4.9,36.5,18.25
5699,12.9,83.7,41.85
5700,9.4,67,33.5
5701,2.9,24.2,12.1
5702,3.6,26.4,13.2
5703,11.8,79.2,39.6
5704,0.1,4.1,2.05
5705,10.1,70.3,35.15
5706,9.8,66.5,33.25
5707,0.2,2.5,1.25
5708,2.1,18.3,9.15
5709,8.5,61.9,30.95
5710,8.6,61.7,30.85
5711,3.1,23.6,11.8
5712,4.4,33.7,16.85
5713,9,63.8,31.9
5714,10.6,71.8,35.9
5715,5.5,41.5,20.75
5716,5.3,41,20.5
5717,3.3,24.5,12.25
5718,2.2,17.6,8.8
5719,1.5,10.2,5.1
5720,1,8.3,4.15
5721,6.2,48.2,24.1
5722,13.6,86.4,43.2
5723,0.5,6,3
5724,0,3.7,1.85
5725,0.8,7.2,3.6
5726,11.1,75,37.5
5727,8.2,61.1,30.55
5728,7.1,51.7,25.85
5729,3.8,29.7,14.85
5730,4.3,33.3,16.65
5731,1,10.8,5.4
5732,1.5,10.6,5.3
5733,0.9,9.1,4.55
5734,0.8,5.9,2.95
5735,17.1,104.2,52.1
5736,9.2,64.7,32.35
5737,1,8,4
5738,1.9,14.9,7.45
5739,0.3,8.1,4.05
5740,9.4,63.6,31.8
5741,18.7,111.5,55.75
5742,1.7,14.3,7.15
5743,2.6,20.8,10.4
5744,19.8,112.7,56.35
5745,1.3,8.7,4.35
5746,0.9,7.1,3.55
5747,4.5,34.9,17.45
5748,5.5,41.9,20.95
5749,2.8,20.5,10.25
5750,7.9,55.3,27.65
5751,4.1,30.9,15.45
5752,10.1,69,34.5
5753,9.6,66.9,33.45
5754,17.6,107.6,53.8
5755,1.9,17.9,8.95
5756,0.3,4.9,2.45
5757,1,9.2,4.6
5758,7.3,54.4,27.2
5759,7.5,54.7,27.35
5760,0.4,3.5,1.75
5761,13.1,85.3,42.65
5762,6.9,50.2,25.1
5763,0.5,6.1,3.05
5764,2.2,18.6,9.3
5765,1.8,13.3,6.65
5766,8.4,60.4,30.2
5767,1,8,4
5768,3.2,24.4,12.2
5769,3.7,28.8,14.4
5770,3.7,27.4,13.7
5771,0.3,5.6,2.8
5772,0.8,8,4
5773,9.6,66.9,33.45
5774,5,37.4,18.7
5775,3.1,25.6,12.8
5776,13.7,89.7,44.85
5777,10.3,71.2,35.6
5778,2.3,18.2,9.1
5779,1.5,12.9,6.45
5780,2.3,19.3,9.65
5781,1.8,12.4,6.2
5782,0.5,5.5,2.75
5783,1.9,13.7,6.85
5784,2.6,19.5,9.75
5785,0.1,5.9,2.95
5786,4.3,33.1,16.55
5787,0.6,5.3,2.65
5788,1.3,10.6,5.3
5789,0.5,5.8,2.9
5790,0.3,5.2,2.6
5791,0.7,7,3.5
5792,4.5,33.6,16.8
5793,0.9,7,3.5
5794,0.6,6,3
5795,2.3,16.8,8.4
5796,6.8,49.4,24.7
5797,10.9,74.9,37.45
5798,6.1,45.9,22.95
5799,1.2,8.7,4.35
5800,1.6,13.4,6.7
5801,3,24,12
5802,0.3,4.3,2.15
5803,10.7,72.5,36.25
5804,0.3,5.4,2.7
5805,11.5,76.4,38.2
5806,0.3,7.3,3.65
5807,0.4,7.4,3.7
5808,3.4,25.5,12.75
5809,17.6,106.9,53.45
5810,3,23.5,11.75
5811,17.1,103,51.5
5812,1.3,11.4,5.7
5813,2.2,17.3,8.65
5814,8.6,61.7,30.85
5815,9.4,65.3,32.65
5816,0.9,8.5,4.25
5817,8.4,60.5,30.25
5818,1.8,14.1,7.05
5819,4,31.5,15.75
5820,2.2,17.9,8.95
5821,3.2,23.9,11.95
5822,5.1,39.5,19.75
5823,2.4,18.9,9.45
5824,0.2,4.5,2.25
5825,0.9,7.6,3.8
5826,9.6,66.8,33.4
5827,2.9,23.7,11.85
5828,1.7,14.7,7.35
5829,1,10,5
5830,16,99.4,49.7
5831,0.7,7,3.5
5832,3.2,24.8,12.4
5833,1.7,11.9,5.95
5834,7.1,52.1,26.05
5835,3.9,28.5,14.25
5836,0.6,8,4
5837,8.3,56.8,28.4
5838,8.5,61.5,30.75
5839,0.6,5.4,2.7
5840,2.7,20.8,10.4
5841,4.7,34.2,17.1
5842,7.6,54.3,27.15
5843,1.2,10.6,5.3
5844,6.7,49,24.5
5845,3.3,25.5,12.75
5846,4.8,37.9,18.95
5847,7.7,55.8,27.9
5848,5.2,39.7,19.85
5849,2.4,18.2,9.1
5850,4.7,35.9,17.95
5851,6.2,45.4,22.7
5852,1.9,16,8
5853,3,22.6,11.3
5854,2.5,18.7,9.35
5855,2.3,17.5,8.75
5856,0.3,4.9,2.45
5857,6.1,43.5,21.75
5858,0.8,7.9,3.95
5859,5.3,40.8,20.4
5860,0.7,7,3.5
5861,2.5,20.9,10.45
5862,4.1,31.1,15.55
5863,1.5,11.6,5.8
5864,2.9,22.3,11.15
5865,5.8,42.8,21.4
5866,1.7,13.9,6.95
5867,13.2,87,43.5
5868,3.3,25.7,12.85
5869,2.7,21.9,10.95
5870,8,56.3,28.15
5871,3.4,27.1,13.55
5872,1.2,10.5,5.25
5873,9.9,68.4,34.2
5874,1.5,12.5,6.25
5875,18.6,109.3,54.65
5876,3.1,23.3,11.65
5877,6.6,49.7,24.85
5878,3.2,24.8,12.4
5879,3.9,31.4,15.7
5880,0.2,4.9,2.45
5881,20.2,117,58.5
5882,8.7,60.7,30.35
5883,2.6,21,10.5
5884,0.3,4.4,2.2
5885,1.9,13.6,6.8
5886,1.9,15,7.5
5887,3.1,20.6,10.3
5888,12.2,79.5,39.75
5889,16.8,102,51
5890,6.5,47,23.5
5891,3.6,28.7,14.35
5892,8.4,58.9,29.45
5893,4.7,35.5,17.75
5894,1,6.9,3.45
5895,1.9,15.1,7.55
5896,3.5,27.1,13.55
5897,1.2,9.4,4.7
5898,2.1,17.8,8.9
5899,3.6,29.1,14.55
5900,5,37.5,18.75
5901,0.6,7.2,3.6
5902,1.9,16.1,8.05
5903,0.4,7.1,3.55
5904,5.6,42.7,21.35
5905,0.2,3.2,1.6
5906,5.2,39.7,19.85
5907,2.4,20.2,10.1
5908,3.6,28.3,14.15
5909,2.2,17.1,8.55
5910,1.7,12.4,6.2
5911,4.6,34.7,17.35
5912,2.5,17.6,8.8
5913,11.6,76.8,38.4
5914,3.3,25.1,12.55
5915,12.8,84,42
5916,2.7,19.4,9.7
5917,3,23.7,11.85
5918,4.5,33.6,16.8
5919,6.2,47.4,23.7
5920,2.6,21.5,10.75
5921,0.6,5.5,2.75
5922,0.3,4.2,2.1
5923,2.4,20.3,10.15
5924,4.6,35.5,17.75
5925,1.7,13.1,6.55
5926,4.2,32.4,16.2
5927,3.6,28.1,14.05
5928,10.4,72,36
5929,24.5,133,66.5
5930,1.4,11,5.5
5931,0.3,5.6,2.8
5932,3.6,28.2,14.1
5933,1.8,14.7,7.35
5934,12.9,84.4,42.2
5935,8.4,58.9,29.45
5936,4.5,33.1,16.55
5937,1.8,12.8,6.4
5938,3.4,25.4,12.7
5939,1,7.4,3.7
5940,0.9,5.3,2.65
5941,3.3,24.6,12.3
5942,13.9,88.1,44.05
5943,1.3,10.3,5.15
5944,1.1,8.9,4.45
5945,7.3,52.3,26.15
5946,2.3,20.8,10.4
5947,18,109.6,54.8
5948,5.3,41.3,20.65
5949,4.5,34,17
5950,5.9,43.6,21.8
5951,5.1,38.1,19.05
5952,1.4,11.5,5.75
5953,2,14.9,7.45
5954,4,31.9,15.95
5955,8.1,58.6,29.3
5956,2,16.1,8.05
5957,3.8,30.9,15.45
5958,9.1,63.3,31.65
5959,0.2,5.5,2.75
5960,1,9.1,4.55
5961,2.5,19,9.5
5962,1.5,11.9,5.95
5963,12.4,83.7,41.85
5964,0.6,6.4,3.2
5965,2.3,18.6,9.3
5966,5.1,36.8,18.4
5967,1.5,11.7,5.85
5968,2.2,17.4,8.7
5969,2.5,18.4,9.2
5970,1,8.8,4.4
5971,3.3,25.5,12.75
5972,9.6,67.7,33.85
5973,1.4,11,5.5
5974,0.1,3.8,1.9
5975,1.1,11.2,5.6
5976,0.3,5.9,2.95
5977,8.7,61.7,30.85
5978,14,89.3,44.65
5979,0.1,6.5,3.25
5980,5.4,40.7,20.35
5981,7.9,57.6,28.8
5982,1.4,12.7,6.35
5983,12.9,83.5,41.75
5984,1.4,10.8,5.4
5985,7.5,54,27
5986,0.2,3.8,1.9
5987,3.5,27.4,13.7
5988,13.6,88,44
5989,8,58,29
5990,1.6,13.8,6.9
